date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2021-12-21,2021,12,21,Europe,Germany,Cardiovascular,Atorvastatin,26-45,357,27.97,809,78,1
2025-03-15,2025,3,15,North America,USA,Respiratory,Salbutamol,26-45,469,17.82,1175,695,0
2020-01-11,2020,1,11,Oceania,Australia,Cough_Cold,Cough Syrup,0-12,140,13.51,1378,509,1
2024-07-21,2024,7,21,Oceania,Australia,Diabetes,Metformin,65+,449,-15.92,865,125,0
2020-07-02,2020,7,2,Europe,Germany,Pain_Relief,Paracetamol,46-65,101,7.31,791,740,1
2025-01-22,2025,1,22,Middle East,UAE,Diabetes,Metformin,65+,147,15.22,1737,837,0
2022-11-01,2022,11,1,North America,Canada,Cough_Cold,Cough Syrup,13-25,268,9.63,298,476,1
2023-03-03,2023,3,3,North America,Mexico,Cough_Cold,Cough Syrup,26-45,171,14.12,1203,997,0
2024-04-22,2024,4,22,South America, Argentina ,Diabetes,Metformin,46-65,375,13.47,745,92,0
2021-08-31,2021,8,31,North America,USA,Diabetes,Metformin,26-45,453,14.2,1537,475,1
2023-06-15,2023,6,15,North America,USA,Pain_Relief,Ibuprofen,26-45,271,8.81,1443,576,0
2025-02-21,2025,2,21,Africa,South Africa,Pain_Relief,Ibuprofen,46-65,387,6.48,941,112,0
2022-03-22,2022,3,22,,Australia,Cough_Cold,Cough Syrup,0-12,301,13.3,1623,673,1
2021-02-16,2021,2,16,North America,USA,Cough_Cold, Cough Syrup ,13-25,277,10.06,1581,647,1
2020-08-13,2020,8,13,Europe,France,Antibiotic,Azithromycin,65+,113,31.65,672,726,1
2022-10-18,2022,10,18,Oceania, Australia ,Cough_Cold,Cough Syrup,0-12,24,13.42,1697,594,1
,2023,6,19,South Asia,India,Respiratory,Salbutamol,13-25,149,19.9,337,745,0
2023-09-13,2023,9,13,Europe,UK,Respiratory,Salbutamol,65+,356,19.53,1533,207,0
2024-12-04,2024,12,4,, Canada ,Pain_Relief,Paracetamol,26-45,412,8.1,157,159,0
2022-01-08,2022,1,8,East Asia,South Korea,Chronic,Omeprazole,46-65,455,32.1,35,101,1
2021-05-26,2021,5,26,Oceania,New Zealand,Antibiotic,Amoxicillin,65+,229,-28.87,241,239,1
2025-09-04,2025,9,4,Middle East,Saudi Arabia,Diabetes,Metformin,65+,62,15.8,-972,31,0
2025-07-12,2025,7,12,South Asia,Bangladesh,Respiratory,Salbutamol,26-45,211,18.42,739,456,0
2024-06-20,2024,6,20,Europe,Italy,Respiratory,Salbutamol,46-65,427,16.08,1098,795,0
2020-06-01,2020,6,1,Africa,Nigeria,Chronic,Omeprazole,65+,422,41.55,1224,468,1
2024-06-24,2024,6,24,South America,Argentina,Cardiovascular,Atorvastatin,46-65,425,26.02,159,61,0
2023-03-31,2023,3,31,South America,Brazil,Cardiovascular,Atorvastatin,65+,196,26.36,263,244,0
2023-02-20,2023,2,20,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,440,9.0,1448,68,0
2022-09-24,2022,9,24,South America,Colombia,Vitamin,Vitamin C,13-25,126,11.05,1572,265,1
2025-11-03,2025,11,3,East Asia,Japan,Diabetes,Metformin,26-45,29,15.01,1443,231,0
2022-08-02,2022,8,2,Europe,Italy,Respiratory,Salbutamol,26-45,393,21.13,774,392,1
2020-07-06,2020,7,6,North America,Mexico,Cardiovascular,Amlodipine,13-25,102,21.27,623,388,1
2025-12-29,2025,12,29,South America,Brazil,Vitamin,Vitamin C,26-45,134,9.63,93,234,0
2020-05-09,2020,5,9,East Asia,South Korea,Antibiotic,Azithromycin,65+,109,27.66,763,157,1
2024-10-08,2024,10,8,Europe,France, Pain_Relief ,Ibuprofen,0-12,82,8.44,1048,37,0
2022-10-04,2022,10,4,North America,Canada,Vitamin,Vitamin C,26-45,310,9.37,807,673,1
2022-02-25,2022,2,25,South Asia,Bangladesh,Chronic,Omeprazole,0-12,238,38.19,829,795,1
2023-04-17,2023,4,17,Africa,South Africa,Cardiovascular,Atorvastatin,0-12,87,29.67,1042,271,0
2020-04-25,2020,4,25,Middle East,UAE,Cardiovascular,Amlodipine,13-25,378,29.55,285,422,1
2023-02-06,2023,2,6,North America,USA,Vitamin,Vitamin C,0-12,314,11.78,1327,320,0
2022-01-20,2022,1,20, Oceania , Australia ,Vitamin,Vitamin C,13-25,310,9.56,976,963,1
2020-07-27,2020,7,27,South America,Brazil,Vitamin,Vitamin C,13-25,406,9.03,1238,107,1
2020-07-09,2020,7,9,Oceania,India,Chronic,Omeprazole,65+,80,34.71,1091,30,1
2023-02-02,2023,2,2,South America,Colombia,Vitamin,Vitamin C,26-45,431,10.17,564,566,0
2020-10-26,2020,10,26,Oceania,New Zealand,Chronic,Omeprazole, 46-65 ,79,34.68,1243,224,1
2022-08-26,2022,8,26,Oceania,Australia,Chronic,Omeprazole,46-65,65,39.53,1958,504,1
2021-02-28,2021,2,28,South America,Brazil,Cough_Cold,Cough Syrup,13-25,446,11.39,544,287,1
2021-06-15,2021,6,15,Europe,Germany,Antibiotic, Azithromycin ,26-45,339,24.53,122,772,1
2022-03-30,2022,3,30,Oceania,New Zealand,Cough_Cold,Cough Syrup,26-45,324,11.19,1572,219,No
2020-03-23,2020,3,23, North America ,Canada,Diabetes,Metformin,26-45,488,13.73,1293,812,1
2020-12-29,2020,12,29,East Asia,Japan,Respiratory, Salbutamol ,46-65,494,23.24,18,270,1
2024-06-22,2024,6,22,East Asia,South Korea,Respiratory,Salbutamol,13-25,151,-17.04,1763,243,0
2021-05-04,2021,5,4,Europe,Italy,Vitamin,Vitamin C,26-45,17,8.03,1145,361,1
2021-10-18,2021,10,18,Europe,Germany,Cough_Cold,Cough Syrup,0-12,250,13.26,709,671,1
2024-08-07,2024,8,7,Middle East,UAE,Vitamin,Vitamin C,26-45,47,9.97,-137,407,0
2020-03-19,2020,3,19,North America,Mexico,Antibiotic,Azithromycin,13-25,403,26.86,775,516,1
2024-09-30,2024,9,30,Africa,Nigeria,Cough_Cold,Cough Syrup,13-25,246,10.28,503,676,0
2020-10-29,2020,10,29,North America,Mexico,Vitamin,Vitamin C,26-45,370,10.84,1307,995,1
9999-99-99,2021,12,10,South America,Colombia,Cardiovascular,Atorvastatin,46-65,426,25.47,1724,229,1
2023-01-22,2023,1,22,Africa,Nigeria,Diabetes,Metformin, 46-65 ,483,13.68,16,846,0
2023-10-06,2023,10,6,East Asia,Japan,Cough_Cold,Cough Syrup,65+,126,12.16,941,305,0
2025-09-18,2025,9,18,North America,Canada,Diabetes,Metformin,13-25,133,12.37,118,424,0
2025-06-17,2025,6,17,South Asia,India,Chronic,Omeprazole,46-65,69,35.08,1606,615,0
2020-07-24,2020,7,24,Oceania,Australia,Vitamin,Vitamin C,26-45,282,8.49,1324,542,1
2022-11-20,2022,11,20, Middle East ,Saudi Arabia,Antibiotic,Amoxicillin,46-65,55,26.33,222,112,1
2020-03-17,2020,3,17,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,425,33.59,40,930,1
2023-08-01,2023,8,1,South America,Argentina,Chronic,Omeprazole,13-25,497,37.0,59,397,0
2022-04-01,2022,4,1,Middle East,UAE,Respiratory,Salbutamol, 0-12 ,36,16.76,1118,926,1
2024-09-28,2024,9,28,South America,Argentina,Respiratory,Salbutamol,26-45,20,16.9,1732,74,0
2025-09-10,2025,9,10,Middle East,UAE,Chronic,Omeprazole,26-45,25,42.76,659,782,0
2020-03-19,2020,3,19,Africa,Nigeria,Antibiotic,Amoxicillin,46-65,271,28.15,1425,94,1
2025-08-24,2025,8,24,East Asia,South Korea,Diabetes,Metformin,46-65,288,13.34,173,729,0
2021-02-10,2021,2,10,East Asia,South Korea,Antibiotic,Azithromycin,Unknown,61,27.31,1259,994,1
2021-09-23,2021,9,23,Africa,Nigeria,Cardiovascular,Atorvastatin,26-45,399,24.45,412,119,1
2021-06-14,2021,6,14,South America,Brazil,Antibiotic,Azithromycin,13-25,281,26.95,87,375,1
2022-03-07,2022,3,7,Oceania,Australia,Vitamin,Vitamin C,13-25,379,8.43,779,877,1
9999-99-99,2021,8,6,Middle East,Saudi Arabia,Pain_Relief,Paracetamol,13-25,435,8.93,1507,985,1
2022-11-22,2022,11,22,North America,Mexico,Cough_Cold,Cough Syrup,26-45,127,12.87,1638,458,1
2020-01-05,2020,1,5,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,129,11.1,588,768,1
2021-06-29,2021,6,29,South America,Argentina,Antibiotic,Amoxicillin,Adult,457,26.12,626,205,1
2021-05-11,2021,5,11,South Asia,India,Chronic,Omeprazole,46-65,172,40.19,1219,86,1
2023-08-07,2023,8,7,South Asia,Bangladesh,Cough_Cold,Cough Syrup,26-45,343,13.02,244,493,0
2024-01-22,2024,1,22,South America,Argentina,Cardiovascular,Atorvastatin,65+,212,25.24,-1711,377,0
2025-10-06,2025,10,6,South America,Argentina,Vitamin,Vitamin C,0-12,459,10.27,1045,258,0
2024-04-27,2024,4,27,East Asia,South Korea,Diabetes,Metformin,13-25,488,17.65,820,936,0
2025-12-05,2025,12,5,East Asia,South Korea,Diabetes,Metformin,46-65,143,12.84,32,186,0
2021-12-28,2021,12,28,Europe,Italy,Diabetes,Metformin,0-12,169,16.84,594,729,1
2023-11-19,2023,11,19,Europe,France,Cardiovascular,Atorvastatin,0-12,324,24.89,13,374,0
2023-07-11,2023,7,11,South America,Brazil,Diabetes,Metformin,0-12,50,17.88,1271,815,0
2024-03-04,2024,3,4,East Asia,China,Diabetes,Metformin,26-45,393,14.98,1103,709,0
2020-10-25,2020,10,25,East Asia, China ,Vitamin,Vitamin C,13-25,351,9.97,1412,450,1
2025-10-09,2025,10,9,South America,Brazil,Chronic,Omeprazole,46-65,429,34.34,257,169,0
2020-06-25,2020,6,25,East Asia,South Korea, Respiratory ,Salbutamol,46-65,479,19.8,18,856,1
2020-06-06,2020,6,6,South America,Colombia,Diabetes,Metformin,13-25,215,14.67,240,294,2
2024-02-18,2024,2,18,Oceania,New Zealand,pain_relief,Ibuprofen,0-12,164,6.89,240,139,0
2021-04-26,2021,4,26, Africa ,South Africa,Respiratory,Salbutamol,26-45,384,18.23,729,765,1
2021-11-30,2021,11,30,Oceania,Australia,Antibiotic,Azithromycin,NULL,238,33.48,307,205,1
2021-03-01,2021,3,1,Oceania,New Zealand,Respiratory,Salbutamol,13-25,336,22.18,173,39,1
2023-02-24,2023,2,24,Middle East,UAE,Respiratory,Salbutamol,0-12,379,19.21,1434,576,0
2024-03-23,2024,3,23,Africa,South Africa,Diabetes,Metformin,13-25,219,14.35,565,436,0
2023-02-07,2023,2,7,Oceania,New Zealand,Diabetes,Metformin,26-45,216,-15.35,1018,633,0
2021-01-18,2021,1,18,Middle East,UAE,Respiratory,Salbutamol,26-45,114,21.61,441,96,1
2024-02-08,2024,2,8,Africa,South Africa,Vitamin,Vitamin C,26-45,32,8.21,1590,244,0
2022-04-20,2022,4,20,East Asia,China,Antibiotic,Amoxicillin,26-45,53,33.89,362,287,1
2024-11-08,2024,11,8,Oceania,Australia,Diabetes,Metformin,13-25,339,16.62,15,404,0
,2022,3,20,Oceania,New Zealand,Pain_Relief,Paracetamol,26-45,490,7.5,703,966,1
2022-05-10,2022,5,10,South America,Brazil,Pain_Relief,Ibuprofen,46-65,494,7.44,861,300,1
2021-03-09,2021,3,9,Europe,UK,Diabetes,Metformin,65+,340,17.27,49,124,1
2023-07-10,2023,7,10,Oceania,New Zealand,Vitamin,Vitamin C,0-12,453,9.1,710,518,0
2022-08-28,2022,8,28,East Asia,South Korea,Cardiovascular,Atorvastatin,13-25,54,28.45,1422,942,1
2022-04-17,2022,4,17,East Asia,South Korea,Cough_Cold,Cough Syrup,46-65,374,14.18,1444,514,1
2024-08-30,2024,8,30,South America,Brazil,Diabetes,Metformin,46-65,41,13.46,912,658,0
2020-01-19,2020,1,19,Africa,South Africa,Vitamin,Vitamin C,0-12,268,11.49,1613,544,1
2022-10-27,2022,10,27,North America,USA,Cardiovascular,Amlodipine,65+,116,24.5,1135,99,1
2020-09-16,2020,9,16,East Asia,South Korea,Respiratory,Salbutamol,13-25,352,23.82,1593,565,1
2023-09-05,2023,9,5,Middle East,Saudi Arabia, Antibiotic ,Amoxicillin,65+,304,28.86,18,635,0
2024-05-06,2024,5,6,South Asia,Bangladesh,Cardiovascular,Atorvastatin,46-65,435,20.59,451,493,0
2025-06-07,2025,6,7,North America,Canada,Cardiovascular,Atorvastatin,26-45,75,22.72,1398,964,0
2020-04-28,2020,4,28,Europe,France,Diabetes,Metformin,65+,121,14.78,1469,623,1
2022-06-16,2022,6,16,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,365,10.24,1017,387,1
2023-02-27,2023,2,27,North America,USA,Chronic, Omeprazole ,13-25,238,37.51,228,261,0
2024-09-08,2024,9,8,Europe,Germany,Diabetes,Metformin,46-65,32,17.53,696,498,0
2022-06-11,2022,6,11,Oceania,New Zealand,Diabetes,Metformin,46-65,93,16.67,681,56,1
2022-03-15,2022,3,15,South America,Brazil,Vitamin,Vitamin C,46-65,475,9.88,360,338,1
2020-04-30,2020,4,30,East Asia,China,Antibiotic,Amoxicillin,65+,129,33.2,,702,1
2022-07-30,2022,7,30,Africa,Nigeria,Diabetes,Metformin,65+,138,13.63,46,693,1
2022-12-05,2022,12,5,Oceania,Australia,Respiratory,Salbutamol,26-45,488,22.21,1276,427,1
2022-04-08,2022,4,8,East Asia,South Korea,Antibiotic,Amoxicillin,26-45,396,34.75,30,46,1
2022-11-02,2022,11,2,South America,Colombia,Respiratory,Salbutamol,13-25,279,21.06,691,65,1
2020-04-22,2020,4,22,Oceania,New Zealand,Cough_Cold,Cough Syrup,26-45,209,12.26,1261,459,1
2024-01-03,2024,1,3,East Asia,South Korea,Diabetes,Metformin,65+,466,13.3,177,189,0
2024-02-18,2024,2,18,Oceania,New Zealand,Diabetes,Metformin,46-65,461,16.1,495,737,0
2021-04-18,2021,4,18,North America,Canada,Vitamin,Vitamin C,0-12,339,9.82,249,494,1
2024-09-26,2024,9,26,North America,Canada,Respiratory,Salbutamol,26-45,73,21.06,1532,343,0
2025-05-15,2025,5,15,Europe,South Africa,Chronic,Omeprazole,13-25,14,34.06,666,874,0
2022-08-09,2022,8,9,South Asia,Bangladesh,Respiratory,Salbutamol,46-65,50000,10000,470,141,1
2020-09-16,2020,9,16,Middle East,UAE,Diabetes,Metformin,65+,155,17.72,249,683,1
2025-01-20,2025,1,20,Middle East,Saudi Arabia,Pain_Relief,Ibuprofen,26-45,91,9.46,1691,459,0
2021-12-18,2021,12,18,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,92,10.16,1818,963,1
2024-06-20,2024,6,20,Oceania,Australia,Cardiovascular,Amlodipine,65+,293,21.11,618,-33,0
2022-04-08,2022,4,8,South America,Colombia,Vitamin,Vitamin C,0-12,268,10.0,629,762,1
2020-12-05,2020,12,5,South Asia,Bangladesh,Pain_Relief,Ibuprofen,65+,372,6.89,1080,37,1
9999-99-99,2024,7,16,Middle East,Saudi Arabia,Chronic,Omeprazole,46-65,75,34.76,1838,63,0
2023-10-31,2023,10,31,Europe,UK,Pain_Relief, Paracetamol ,0-12,335,7.23,1646,970,0
2025-06-23,2025,6,23,East Asia,South Korea,Diabetes,Metformin,46-65,301,17.99,13,278,0
2023-05-29,2023,5,29,Europe,UK,Cardiovascular,Atorvastatin,26-45,18,20.12,768,114,0
2022-06-02,2022,6,2,Oceania,New Zealand,Antibiotic,Azithromycin,0-12,99,24.35,214,35,1
2024-06-17,2024,6,17,East Asia,China,Antibiotic,Amoxicillin,13-25,351,30.13,195,275,0
2025-09-29,2025,9,29,South America,Colombia,Diabetes,Metformin,46-65,366,12.39,12,225,0
2020-08-07,2020,8,7,Africa,South Africa,Diabetes,Metformin,46-65,16,15.86,1114,535,1
2024-12-10,2024,12,10,East Asia,Japan, Chronic ,Omeprazole,65+,326,41.63,1252,340,0
2024-09-04,2024,9,4,Africa,South Africa,Pain_Relief,Paracetamol,26-45,47,8.79,1842,70,0
2020-08-26,2020,8,26,South America,Colombia,Pain_Relief,Paracetamol,46-65,362,7.95,819,753,1
2020-02-06,2020,2,6,North America,Mexico,Vitamin,Vitamin C,13-25,220,10.41,1312,328,1
,2024,2,7,South America,Brazil,Vitamin,Vitamin C,13-25,197,8.89,1505,828,0
2024-10-20,2024,10,20,Europe,France,Diabetes,Metformin,26-45,300,15.62,1166,252,0
2025-05-23,2025,5,23,East Asia,,Respiratory,Salbutamol,26-45,70,18.01,529,53,0
2025-10-12,2025,10,12,South Asia,Bangladesh,Cardiovascular,Atorvastatin,65+,265,26.57,783,982,0
2020-11-11,2020,11,11,Middle East,UAE,Cardiovascular,Amlodipine,26-45,400,28.35,425,472,1
2021-05-29,2021,5,29,Middle East,UAE,Vitamin,Vitamin C,46-65,466,11.47,746,746,1
2025-09-09,2025,9,9,East Asia,Japan,Chronic,Omeprazole,13-25,266,46.13,480,946,0
2023-10-21,2023,10,21,South America,Argentina,Chronic,Omeprazole,0-12,147,40.22,1521,844,0
2023-06-24,2023,6,24, East Asia ,South Korea,Chronic,Omeprazole,65+,118,37.21,1762,834,0
2022-06-07,2022,6,7,Oceania,Australia,Antibiotic,Azithromycin,0-12,146,31.31,332,566,1
2022-12-09,2022,12,9,Africa,South Africa,Antibiotic,Azithromycin,0-12,288,27.99,378,895,1
2024-07-22,2024,7,22,Oceania,Australia,Cardiovascular,Atorvastatin,46-65,290,28.0,1332,239,0
2024-02-05,2024,2,5, North America ,Mexico,Cough_Cold,Cough Syrup,13-25,21,13.95,765,170,0
2024-01-27,2024,1,27,South America,Argentina,Cough_Cold,Cough Syrup,13-25,177,11.49,1588,658,0
2021-01-04,2021,1,4,Africa,South Africa,Pain_Relief,Paracetamol,13-25,434,8.07,659,983,1
2025-09-19,2025,9,19,South Asia,Bangladesh,Cough_Cold,Cough Syrup,0-12,469,11.76,1179,-28,0
2024-02-01,2024,2,1,Oceania,Australia,Chronic, Omeprazole ,13-25,220,45.51,453,963,0
2022-08-30,2022,8,30,Middle East,UAE,Respiratory,Salbutamol,26-45,190,18.77,1104,822,1
2021-10-23,2021,10,23,Europe,Italy,Antibiotic,Amoxicillin,26-45,50,26.82,1807,326,1
2020-04-18,2020,4,18,South America,Colombia,Respiratory,Salbutamol,0-12,249,19.57,1352,437,1
2021-10-13,2021,10,13,South Asia,Bangladesh,Antibiotic,Amoxicillin,26-45,143,31.95,1297,188,2
2024-12-19,2024,12,19,South America,Argentina,Cardiovascular,Atorvastatin,65+,50000,10000,31,102,0
2021-01-14,2021,1,14,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,381,13.0,41,175,1
2021-11-19,2021,11,19,Africa,South Africa,Chronic,Omeprazole,46-65,274,36.67,240,847,1
2020-10-03,2020,10,3,South Asia,India,Cardiovascular,Amlodipine,13-25,446,23.68,562,265,1
2022-11-25,2022,11,25,Europe,Germany,Vitamin,Vitamin C,13-25,296,9.81,1379,61,1
2025-12-20,2025,12,20,South America,Colombia,Cardiovascular,Atorvastatin,13-25,32,26.06,278,305,0
2022-10-11,2022,10,11,Africa, South Africa ,Chronic,Omeprazole,46-65,108,42.21,1105,380,1
2024-06-12,2024,6,12,Middle East,UAE,Vitamin,Vitamin C,26-45,234,9.67,384,189,0
2025-09-20,2025,9,20,Europe,Italy,Respiratory,Salbutamol,46-65,146,20.36,481,355,0
2022-01-09,2022,1,9,East Asia,China,Respiratory,Salbutamol,13-25,470,18.5,36,34,1
2024-10-26,2024,10,26,Middle East,UAE,Cardiovascular,Atorvastatin, 65+ ,445,24.27,705,224,0
2023-08-10,2023,8,10,Middle East,UAE,Pain_Relief,Paracetamol,26-45,78,9.32,1313,653,0
2022-08-16,2022,8,16,North America,USA,Cough_Cold,Cough Syrup,26-45,150,11.83,827,286,1
2021-03-17,2021,3,17,South Asia,India, Cardiovascular ,Amlodipine,65+,219,21.97,853,781,1
2024-01-31,2024,1,31,Europe,Germany,Cardiovascular,Atorvastatin,65+,340,24.0,36,236,0
2021-06-06,2021,6,6,Africa,South Africa,Vitamin,Vitamin C,65+,371,8.9,166,950,1
2021-03-06,2021,3,6,East Asia,South Korea,Cough_Cold,Cough Syrup,13-25,236,12.86,1493,617,1
2020-07-30,2020,7,30,Oceania,New Zealand,Chronic,Omeprazole,46-65,363,41.36,1285,106,1
2023-10-09,2023,10,9,Africa,South Africa,Vitamin,Vitamin C,13-25,298,8.97,1229,63,0
2023-10-22,2023,10,22,South Asia,Bangladesh,Chronic,Omeprazole,26-45,412,36.04,40,147,0
2023-11-09,2023,11,9,Europe,Italy,Chronic,Omeprazole,46-65,453,35.86,24,324,0
2023-11-22,2023,11,22,East Asia,South Korea,Pain_Relief,Ibuprofen,26-45,137,6.57,1305,424,0
2024-08-21,2024,8,21,Europe,Italy,Chronic,Omeprazole,65+,176,32.5,800,780,0
2020-02-27,2020,2,27,Oceania,New Zealand,Antibiotic,Azithromycin,46-65,180,33.17,835,446,1
2020-03-25,2020,3,25,South Asia,India,Cough_Cold,Cough Syrup,0-12,356,9.65,898,578,1
2024-10-15,2024,10,15,Europe,Germany,Antibiotic,Amoxicillin,65+,155,27.07,796,236,0
2020-02-01,2020,2,1,South America,Argentina,Antibiotic,Amoxicillin,65+,236,31.69,259,170,1
2024-09-06,2024,9,6,South America,Brazil,Pain_Relief,Ibuprofen,46-65,278,9.06,832,580,0
2022-12-25,2022,12,25,East Asia,China,Vitamin,Vitamin C,13-25,455,8.24,792,853,1
2023-08-19,2023,8,19,North America,Mexico,Cardiovascular,Atorvastatin,65+,259,21.46,1666,708,0
2021-04-19,2021,4,19,South America,Brazil,Respiratory,Salbutamol,26-45,316,20.57,209,218,1
2025-06-14,2025,6,14,South Asia,India,Diabetes,Metformin,65+,61,17.07,1062,885,0
2023-07-31,2023,7,31,North America,Canada,Diabetes,Metformin,65+,202,13.28,1358,67,0
2022-09-02,2022,9,2,South America,Argentina,Cardiovascular,Amlodipine,65+,315,22.38,72,477,1
2023-09-11,2023,9,11,North America,Canada,Cardiovascular,Atorvastatin,26-45,358,22.04,1526,557,0
2024-04-19,2024,4,19,Europe,Germany,Chronic,Omeprazole,13-25,270,36.84,36,444,0
2020-06-09,2020,6,9,Middle East,Saudi Arabia,Respiratory,Salbutamol,13-25,238,21.84,19,629,1
2021-09-07,2021,9,7,North America,Mexico,Respiratory,Salbutamol,26-45,402,18.64,3,151,1
2021-07-04,2021,7,4,Oceania,New Zealand,Cough_Cold,Cough Syrup,13-25,160,13.86,993,634,1
2022-11-10,2022,11,10,South America,Colombia,Diabetes,Metformin,26-45,382,12.37,1054,452,1
2024-01-16,2024,1,16,Middle East,UAE,Antibiotic,Amoxicillin,13-25,418,35.07,65,851,0
2021-04-29,,4,29,South America,Argentina,Cardiovascular,Amlodipine,46-65,403,27.61,1357,442,1
2025-06-23,2025,6,23,Oceania,New Zealand,Diabetes,Metformin,46-65,159,14.99,430,877,0
2025-04-19,2025,4,19,North America,Mexico,Cough_Cold,Cough Syrup,NULL,104,10.79,1056,593,0
2025-12-03,2025,12,3,Oceania,Australia,Vitamin,Vitamin C,26-45,127,9.76,1362,997,0
2025-01-03,2025,1,3,Oceania,New Zealand,Cardiovascular,Amlodipine,46-65,91,28.02,1819,197,0
2020-12-27,2020,12,27,North America,Mexico,Vitamin,Vitamin C,26-45,198,10.2,175,648,1
2025-03-05,2025,3,5,North America,USA,Respiratory,Salbutamol,26-45,276,21.96,961,517,0
2021-01-03,2021,1,3,Africa,South Africa,Cough_Cold,Cough Syrup,0-12,437,11.68,618,242,1
2022-12-20,2022,12,20,South Asia,Bangladesh,Vitamin,Vitamin C, 26-45 ,246,9.08,569,112,1
,2021,8,26,Africa,South Africa,Antibiotic,Azithromycin,13-25,330,34.47,58,193,1
2025-12-01,2025,12,1,North America,USA,Antibiotic,Amoxicillin,13-25,406,24.66,1286,777,0
2020-09-20,2020,9,20,Oceania,New Zealand,Respiratory,Salbutamol,46-65,12,19.74,1079,638,1
2023-01-24,2023,1,24,Europe,UK,Chronic,Omeprazole,46-65,149,36.35,47,220,0
2023-03-31,2023,3,31,Africa,Nigeria,Pain_Relief,Ibuprofen,26-45,133,8.13,1768,520,0
2025-05-05,2025,5,5,East Asia,China,Cardiovascular,Amlodipine,65+,53,20.9,1552,197,0
2022-05-18,2022,5,18,North America,Mexico,Pain_Relief,Paracetamol,26-45,52,8.26,1142,930,1
2025-11-15,2025,11,15,Middle East,Saudi Arabia,Diabetes,Metformin,46-65,408,17.73,36,814,0
2024-01-15,2024,1,15,Oceania,New Zealand,Chronic,Omeprazole,65+,218,40.31,1178,599,0
2024-09-11,2024,9,11,South Asia,India,Cough_Cold,Cough Syrup,13-25,199,10.75,1099,568,0
2020-05-04,2020,5,4,Oceania,Australia,Diabetes,Metformin,65+,247,15.88,43,575,1
2020-06-16,2020,6,16,South America,Argentina,Respiratory,Salbutamol,65+,491,20.97,224,466,1
2022-04-25,2022,4,25,North America,Canada,Vitamin,Vitamin C,65+,475,11.51,27,459,1
2024-09-05,2024,9,5,Europe,Germany,Chronic,Omeprazole,65+,210,35.72,1696,820,0
2024-06-13,2024,6,13,Middle East,UAE,Vitamin,Vitamin C,26-45,455,8.75,1104,445,0
2020-07-09,2020,7,9,North America,Mexico,Cardiovascular,Atorvastatin,26-45,403,25.08,901,881,1
2021-04-10,2021,4,10,North America,USA,Cardiovascular, Atorvastatin ,Adult,121,28.83,206,878,1
2020-06-23,2020,6,23,South Asia,India,Diabetes,Metformin,46-65,335,16.22,39,446,1
2024-02-21,2024,2,21,South Asia,India,Chronic,Omeprazole,46-65,53,44.22,1713,247,0
2020-11-27,2020,11,27,South America,Brazil,Cough_Cold,Cough Syrup,0-12,116,12.39,1020,357,1
2024-12-03,2024,12,3,East Asia,Japan,Vitamin,Vitamin C,13-25,216,11.94,1505,425,0
2023-08-10,2023,8,10,South America,Brazil,Vitamin,Vitamin C,65+,55,8.26,1052,802,0
2025-07-01,2025,7,1,South America,Colombia,Cough_Cold,Cough Syrup,65+,111,12.42,40,379,Yes
2021-03-30,2021,3,30,East Asia,China,Respiratory,Salbutamol,65+,494,18.27,38,576,1
2021-04-18,2021,4,18,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,65+,90,25.5,324,263,1
,2021,2,9,South America,Colombia,Antibiotic,Amoxicillin,13-25,261,25.3,1401,277,1
2023-07-10,2023,7,10,South America,Argentina,Cough_Cold,Cough Syrup,13-25,263,10.85,-169,208,0
2021-09-30,2021,9,30,South America,Colombia,Pain_Relief,Ibuprofen,46-65,239,6.63,363,350,1
2025-07-22,2025,7,22,North America,Canada,Chronic,Omeprazole,26-45,255,47.85,270,670,0
2023-10-21,2023,10,21,South America,Brazil,Antibiotic,Azithromycin,13-25,313,29.15,853,913,0
2020-04-13,2020,4,13,South Asia,Bangladesh,Chronic,Omeprazole,65+,169,34.63,38,129,1
2024-11-25,2024,11,25,Africa,South Africa,Vitamin,Vitamin C,13-25,50000,10000,976,393,0
2020-09-02,2020,9,2,Europe,Germany,Pain_Relief,Ibuprofen,26-45,346,8.45,1131,727,1
2025-08-09,2025,8,9,Africa,Nigeria,Vitamin,Vitamin C,13-25,135,8.86,1796,830,0
2024-11-05,2024,11,5,Africa,South Africa,Chronic,Omeprazole,46-65,209,41.48,23,-48,0
2025-05-01,2025,5,1,East Asia,China,Respiratory,Salbutamol,26-45,205,22.79,1133,324,0
2020-09-16,2020,9,16,North America,Canada,Cough_Cold,Cough Syrup,26-45,367,11.68,289,866,1
2023-02-09,2023,2,9,North America,Mexico,Cough_Cold,Cough Syrup,13-25,410,14.34,130,138,0
2023-11-05,2023,11,5,Middle East,UAE,Vitamin,Vitamin C,0-12,296,10.24,1203,859,0
